title	year	party	municipality	district	votes	share
Bratislava - Jarovce - SDĽ - 2010	7	SDĽ	Bratislava - Jarovce	Okres Bratislava V	8	0.87
Bratislava - Jarovce - SMK - MKP - 2010	7	SMK - MKP	Bratislava - Jarovce	Okres Bratislava V	9	0.98
Bratislava - Jarovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Bratislava - Jarovce	Okres Bratislava V	19	2.08
Bratislava - Jarovce - KSS - 2010	7	KSS	Bratislava - Jarovce	Okres Bratislava V	1	0.10
Bratislava - Jarovce - SNS - 2010	7	SNS	Bratislava - Jarovce	Okres Bratislava V	16	1.75
Bratislava - Jarovce - ND - 2010	7	ND	Bratislava - Jarovce	Okres Bratislava V	2	0.21
Bratislava - Jarovce - ZRS - 2010	7	ZRS	Bratislava - Jarovce	Okres Bratislava V	1	0.10
Bratislava - Jarovce - KDH - 2010	7	KDH	Bratislava - Jarovce	Okres Bratislava V	65	7.12
Bratislava - Jarovce - ĽSNS - 2010	7	ĽSNS	Bratislava - Jarovce	Okres Bratislava V	7	0.76
Bratislava - Jarovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Bratislava - Jarovce	Okres Bratislava V	334	36.62
Bratislava - Jarovce - AZEN - 2010	7	AZEN	Bratislava - Jarovce	Okres Bratislava V	1	0.10
Bratislava - Jarovce - SMER - 2010	7	SMER	Bratislava - Jarovce	Okres Bratislava V	163	17.87
Bratislava - Jarovce - MOST - HÍD - 2010	7	MOST - HÍD	Bratislava - Jarovce	Okres Bratislava V	123	13.48
Bratislava - Petržalka - SRK - 2010	7	SRK	Bratislava - Petržalka	Okres Bratislava V	24	0.03
Bratislava - Petržalka - Paliho Kapurková - 2010	7	Paliho Kapurková	Bratislava - Petržalka	Okres Bratislava V	527	0.86
Bratislava - Petržalka - SaS - 2010	7	SaS	Bratislava - Petržalka	Okres Bratislava V	11 718	19.21
Bratislava - Petržalka - SDĽ - 2010	7	SDĽ	Bratislava - Petržalka	Okres Bratislava V	1 395	2.28
Bratislava - Petržalka - SMK - MKP - 2010	7	SMK - MKP	Bratislava - Petržalka	Okres Bratislava V	387	0.63
Bratislava - Petržalka - ĽS - HZDS - 2010	7	ĽS - HZDS	Bratislava - Petržalka	Okres Bratislava V	1 433	2.35
Bratislava - Petržalka - KSS - 2010	7	KSS	Bratislava - Petržalka	Okres Bratislava V	253	0.41
Bratislava - Petržalka - SNS - 2010	7	SNS	Bratislava - Petržalka	Okres Bratislava V	2 269	3.72
Bratislava - Petržalka - ND - 2010	7	ND	Bratislava - Petržalka	Okres Bratislava V	181	0.29
Bratislava - Petržalka - ZRS - 2010	7	ZRS	Bratislava - Petržalka	Okres Bratislava V	41	0.06
Bratislava - Petržalka - KDH - 2010	7	KDH	Bratislava - Petržalka	Okres Bratislava V	4 283	7.02
Bratislava - Petržalka - ĽSNS - 2010	7	ĽSNS	Bratislava - Petržalka	Okres Bratislava V	458	0.75
Bratislava - Petržalka - SDKÚ - DS - 2010	7	SDKÚ - DS	Bratislava - Petržalka	Okres Bratislava V	17 790	29.17
Bratislava - Petržalka - AZEN - 2010	7	AZEN	Bratislava - Petržalka	Okres Bratislava V	79	0.12
Bratislava - Petržalka - SMER - 2010	7	SMER	Bratislava - Petržalka	Okres Bratislava V	14 689	24.09
Bratislava - Petržalka - MOST - HÍD - 2010	7	MOST - HÍD	Bratislava - Petržalka	Okres Bratislava V	4 678	7.67
Bratislava - Rusovce - SRK - 2010	7	SRK	Bratislava - Rusovce	Okres Bratislava V	0	0.00
Bratislava - Rusovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Bratislava - Rusovce	Okres Bratislava V	19	1.17
Bratislava - Rusovce - SaS - 2010	7	SaS	Bratislava - Rusovce	Okres Bratislava V	277	17.17
Bratislava - Rusovce - SDĽ - 2010	7	SDĽ	Bratislava - Rusovce	Okres Bratislava V	18	1.11
Bratislava - Rusovce - SMK - MKP - 2010	7	SMK - MKP	Bratislava - Rusovce	Okres Bratislava V	24	1.48
Bratislava - Rusovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Bratislava - Rusovce	Okres Bratislava V	31	1.92
Bratislava - Rusovce - KSS - 2010	7	KSS	Bratislava - Rusovce	Okres Bratislava V	8	0.49
Bratislava - Rusovce - SNS - 2010	7	SNS	Bratislava - Rusovce	Okres Bratislava V	34	2.10
Bratislava - Rusovce - ND - 2010	7	ND	Bratislava - Rusovce	Okres Bratislava V	2	0.12
Bratislava - Rusovce - ZRS - 2010	7	ZRS	Bratislava - Rusovce	Okres Bratislava V	1	0.06
Bratislava - Rusovce - KDH - 2010	7	KDH	Bratislava - Rusovce	Okres Bratislava V	100	6.19
Bratislava - Rusovce - ĽSNS - 2010	7	ĽSNS	Bratislava - Rusovce	Okres Bratislava V	6	0.37
Bratislava - Rusovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Bratislava - Rusovce	Okres Bratislava V	536	33.23
Bratislava - Rusovce - AZEN - 2010	7	AZEN	Bratislava - Rusovce	Okres Bratislava V	2	0.12
Bratislava - Rusovce - SMER - 2010	7	SMER	Bratislava - Rusovce	Okres Bratislava V	288	17.85
Bratislava - Rusovce - MOST - HÍD - 2010	7	MOST - HÍD	Bratislava - Rusovce	Okres Bratislava V	250	15.49
Borinka - SRK - 2010	7	SRK	Borinka	Okres Malacky	0	0.00
Borinka - Paliho Kapurková - 2010	7	Paliho Kapurková	Borinka	Okres Malacky	5	1.50
Borinka - SaS - 2010	7	SaS	Borinka	Okres Malacky	72	21.62
Borinka - SDĽ - 2010	7	SDĽ	Borinka	Okres Malacky	7	2.10
Borinka - SMK - MKP - 2010	7	SMK - MKP	Borinka	Okres Malacky	0	0.00
Borinka - ĽS - HZDS - 2010	7	ĽS - HZDS	Borinka	Okres Malacky	6	1.80
Borinka - KSS - 2010	7	KSS	Borinka	Okres Malacky	3	0.90
Borinka - SNS - 2010	7	SNS	Borinka	Okres Malacky	6	1.80
Borinka - ND - 2010	7	ND	Borinka	Okres Malacky	0	0.00
Borinka - ZRS - 2010	7	ZRS	Borinka	Okres Malacky	1	0.30
Borinka - KDH - 2010	7	KDH	Borinka	Okres Malacky	43	12.91
Borinka - ĽSNS - 2010	7	ĽSNS	Borinka	Okres Malacky	1	0.30
Borinka - SDKÚ - DS - 2010	7	SDKÚ - DS	Borinka	Okres Malacky	77	23.12
Borinka - AZEN - 2010	7	AZEN	Borinka	Okres Malacky	0	0.00
Borinka - SMER - 2010	7	SMER	Borinka	Okres Malacky	85	25.52
Borinka - MOST - HÍD - 2010	7	MOST - HÍD	Borinka	Okres Malacky	23	6.90
Gajary - SRK - 2010	7	SRK	Gajary	Okres Malacky	0	0.00
Gajary - Paliho Kapurková - 2010	7	Paliho Kapurková	Gajary	Okres Malacky	6	0.56
Gajary - SaS - 2010	7	SaS	Gajary	Okres Malacky	171	16.04
Gajary - SDĽ - 2010	7	SDĽ	Gajary	Okres Malacky	42	3.93
Gajary - SMK - MKP - 2010	7	SMK - MKP	Gajary	Okres Malacky	1	0.09
Gajary - ĽS - HZDS - 2010	7	ĽS - HZDS	Gajary	Okres Malacky	50	4.69
Gajary - KSS - 2010	7	KSS	Gajary	Okres Malacky	23	2.15
Gajary - SNS - 2010	7	SNS	Gajary	Okres Malacky	73	6.84
Gajary - ND - 2010	7	ND	Gajary	Okres Malacky	2	0.18
Gajary - ZRS - 2010	7	ZRS	Gajary	Okres Malacky	1	0.09
Gajary - KDH - 2010	7	KDH	Gajary	Okres Malacky	45	4.22
Gajary - ĽSNS - 2010	7	ĽSNS	Gajary	Okres Malacky	9	0.84
Gajary - SDKÚ - DS - 2010	7	SDKÚ - DS	Gajary	Okres Malacky	155	14.54
Gajary - AZEN - 2010	7	AZEN	Gajary	Okres Malacky	0	0.00
Gajary - SMER - 2010	7	SMER	Gajary	Okres Malacky	459	43.05
Gajary - MOST - HÍD - 2010	7	MOST - HÍD	Gajary	Okres Malacky	22	2.06
Jablonové - SRK - 2010	7	SRK	Jablonové	Okres Malacky	1	0.20
Jablonové - Paliho Kapurková - 2010	7	Paliho Kapurková	Jablonové	Okres Malacky	4	0.81
Jablonové - SaS - 2010	7	SaS	Jablonové	Okres Malacky	87	17.82
Jablonové - SDĽ - 2010	7	SDĽ	Jablonové	Okres Malacky	10	2.04
Jablonové - SMK - MKP - 2010	7	SMK - MKP	Jablonové	Okres Malacky	0	0.00
Jablonové - ĽS - HZDS - 2010	7	ĽS - HZDS	Jablonové	Okres Malacky	17	3.48
Jablonové - KSS - 2010	7	KSS	Jablonové	Okres Malacky	5	1.02
Jablonové - SNS - 2010	7	SNS	Jablonové	Okres Malacky	24	4.91
Jablonové - ND - 2010	7	ND	Jablonové	Okres Malacky	0	0.00
Jablonové - ZRS - 2010	7	ZRS	Jablonové	Okres Malacky	1	0.20
Jablonové - KDH - 2010	7	KDH	Jablonové	Okres Malacky	28	5.73
Jablonové - ĽSNS - 2010	7	ĽSNS	Jablonové	Okres Malacky	3	0.61
Jablonové - SDKÚ - DS - 2010	7	SDKÚ - DS	Jablonové	Okres Malacky	108	22.13
Jablonové - AZEN - 2010	7	AZEN	Jablonové	Okres Malacky	0	0.00
Jablonové - SMER - 2010	7	SMER	Jablonové	Okres Malacky	180	36.88
Jablonové - MOST - HÍD - 2010	7	MOST - HÍD	Jablonové	Okres Malacky	14	2.86
Jakubov - SRK - 2010	7	SRK	Jakubov	Okres Malacky	1	0.13
Jakubov - Paliho Kapurková - 2010	7	Paliho Kapurková	Jakubov	Okres Malacky	3	0.41
Jakubov - SaS - 2010	7	SaS	Jakubov	Okres Malacky	105	14.60
Jakubov - SDĽ - 2010	7	SDĽ	Jakubov	Okres Malacky	21	2.92
Jakubov - SMK - MKP - 2010	7	SMK - MKP	Jakubov	Okres Malacky	0	0.00
Jakubov - ĽS - HZDS - 2010	7	ĽS - HZDS	Jakubov	Okres Malacky	22	3.05
Jakubov - KSS - 2010	7	KSS	Jakubov	Okres Malacky	11	1.52
Jakubov - SNS - 2010	7	SNS	Jakubov	Okres Malacky	61	8.48
Jakubov - ND - 2010	7	ND	Jakubov	Okres Malacky	3	0.41
Jakubov - ZRS - 2010	7	ZRS	Jakubov	Okres Malacky	2	0.27
Jakubov - KDH - 2010	7	KDH	Jakubov	Okres Malacky	38	5.28
Jakubov - ĽSNS - 2010	7	ĽSNS	Jakubov	Okres Malacky	4	0.55
Jakubov - SDKÚ - DS - 2010	7	SDKÚ - DS	Jakubov	Okres Malacky	135	18.77
Jakubov - AZEN - 2010	7	AZEN	Jakubov	Okres Malacky	1	0.13
Jakubov - SMER - 2010	7	SMER	Jakubov	Okres Malacky	282	39.22
Jakubov - MOST - HÍD - 2010	7	MOST - HÍD	Jakubov	Okres Malacky	19	2.64
Kostolište - SRK - 2010	7	SRK	Kostolište	Okres Malacky	1	0.20
Kostolište - Paliho Kapurková - 2010	7	Paliho Kapurková	Kostolište	Okres Malacky	4	0.80
Kostolište - SaS - 2010	7	SaS	Kostolište	Okres Malacky	88	17.74
Kostolište - SDĽ - 2010	7	SDĽ	Kostolište	Okres Malacky	10	2.01
Kostolište - SMK - MKP - 2010	7	SMK - MKP	Kostolište	Okres Malacky	0	0.00
Kostolište - ĽS - HZDS - 2010	7	ĽS - HZDS	Kostolište	Okres Malacky	22	4.43
Kostolište - KSS - 2010	7	KSS	Kostolište	Okres Malacky	2	0.40
Kostolište - SNS - 2010	7	SNS	Kostolište	Okres Malacky	25	5.04
Kostolište - ND - 2010	7	ND	Kostolište	Okres Malacky	2	0.40
Kostolište - ZRS - 2010	7	ZRS	Kostolište	Okres Malacky	1	0.20
Kostolište - KDH - 2010	7	KDH	Kostolište	Okres Malacky	54	10.88
Kostolište - ĽSNS - 2010	7	ĽSNS	Kostolište	Okres Malacky	2	0.40
Kostolište - SDKÚ - DS - 2010	7	SDKÚ - DS	Kostolište	Okres Malacky	126	25.40
Kostolište - AZEN - 2010	7	AZEN	Kostolište	Okres Malacky	1	0.20
Kostolište - SMER - 2010	7	SMER	Kostolište	Okres Malacky	136	27.41
Kostolište - MOST - HÍD - 2010	7	MOST - HÍD	Kostolište	Okres Malacky	11	2.21
Kuchyňa - SRK - 2010	7	SRK	Kuchyňa	Okres Malacky	0	0.00
Kuchyňa - Paliho Kapurková - 2010	7	Paliho Kapurková	Kuchyňa	Okres Malacky	4	0.51
Kuchyňa - SaS - 2010	7	SaS	Kuchyňa	Okres Malacky	142	18.29
Kuchyňa - SDĽ - 2010	7	SDĽ	Kuchyňa	Okres Malacky	19	2.44
Kuchyňa - SMK - MKP - 2010	7	SMK - MKP	Kuchyňa	Okres Malacky	0	0.00
Kuchyňa - ĽS - HZDS - 2010	7	ĽS - HZDS	Kuchyňa	Okres Malacky	19	2.44
Kuchyňa - KSS - 2010	7	KSS	Kuchyňa	Okres Malacky	5	0.64
Kuchyňa - SNS - 2010	7	SNS	Kuchyňa	Okres Malacky	26	3.35
Kuchyňa - ND - 2010	7	ND	Kuchyňa	Okres Malacky	1	0.12
Kuchyňa - ZRS - 2010	7	ZRS	Kuchyňa	Okres Malacky	0	0.00
Kuchyňa - KDH - 2010	7	KDH	Kuchyňa	Okres Malacky	55	7.08
Kuchyňa - ĽSNS - 2010	7	ĽSNS	Kuchyňa	Okres Malacky	9	1.15
Kuchyňa - SDKÚ - DS - 2010	7	SDKÚ - DS	Kuchyňa	Okres Malacky	151	19.45
Kuchyňa - AZEN - 2010	7	AZEN	Kuchyňa	Okres Malacky	0	0.00
Kuchyňa - SMER - 2010	7	SMER	Kuchyňa	Okres Malacky	315	40.59
Kuchyňa - MOST - HÍD - 2010	7	MOST - HÍD	Kuchyňa	Okres Malacky	23	2.96
Láb - SRK - 2010	7	SRK	Láb	Okres Malacky	0	0.00
Láb - Paliho Kapurková - 2010	7	Paliho Kapurková	Láb	Okres Malacky	6	0.82
Láb - SaS - 2010	7	SaS	Láb	Okres Malacky	133	18.37
Láb - SDĽ - 2010	7	SDĽ	Láb	Okres Malacky	15	2.07
Láb - SMK - MKP - 2010	7	SMK - MKP	Láb	Okres Malacky	0	0.00
Láb - ĽS - HZDS - 2010	7	ĽS - HZDS	Láb	Okres Malacky	46	6.35
Láb - KSS - 2010	7	KSS	Láb	Okres Malacky	0	0.00
Láb - SNS - 2010	7	SNS	Láb	Okres Malacky	51	7.04
Láb - ND - 2010	7	ND	Láb	Okres Malacky	0	0.00
Láb - ZRS - 2010	7	ZRS	Láb	Okres Malacky	4	0.55
Láb - KDH - 2010	7	KDH	Láb	Okres Malacky	48	6.62
Láb - ĽSNS - 2010	7	ĽSNS	Láb	Okres Malacky	6	0.82
Láb - SDKÚ - DS - 2010	7	SDKÚ - DS	Láb	Okres Malacky	162	22.37
Láb - AZEN - 2010	7	AZEN	Láb	Okres Malacky	2	0.27
Láb - SMER - 2010	7	SMER	Láb	Okres Malacky	224	30.93
Láb - MOST - HÍD - 2010	7	MOST - HÍD	Láb	Okres Malacky	17	2.34
Lozorno - SRK - 2010	7	SRK	Lozorno	Okres Malacky	4	0.31
Lozorno - Paliho Kapurková - 2010	7	Paliho Kapurková	Lozorno	Okres Malacky	6	0.46
Lozorno - SaS - 2010	7	SaS	Lozorno	Okres Malacky	232	18.08
Lozorno - SDĽ - 2010	7	SDĽ	Lozorno	Okres Malacky	53	4.13
Lozorno - SMK - MKP - 2010	7	SMK - MKP	Lozorno	Okres Malacky	2	0.15
Lozorno - ĽS - HZDS - 2010	7	ĽS - HZDS	Lozorno	Okres Malacky	24	1.87
Lozorno - KSS - 2010	7	KSS	Lozorno	Okres Malacky	7	0.54
Lozorno - SNS - 2010	7	SNS	Lozorno	Okres Malacky	53	4.13
Lozorno - ND - 2010	7	ND	Lozorno	Okres Malacky	2	0.15
Lozorno - ZRS - 2010	7	ZRS	Lozorno	Okres Malacky	6	0.46
Lozorno - KDH - 2010	7	KDH	Lozorno	Okres Malacky	152	11.84
Lozorno - ĽSNS - 2010	7	ĽSNS	Lozorno	Okres Malacky	10	0.77
Lozorno - SDKÚ - DS - 2010	7	SDKÚ - DS	Lozorno	Okres Malacky	372	28.99
Lozorno - AZEN - 2010	7	AZEN	Lozorno	Okres Malacky	1	0.07
Lozorno - SMER - 2010	7	SMER	Lozorno	Okres Malacky	307	23.92
Lozorno - MOST - HÍD - 2010	7	MOST - HÍD	Lozorno	Okres Malacky	38	2.96
Malacky - SRK - 2010	7	SRK	Malacky	Okres Malacky	3	0.03
Malacky - Paliho Kapurková - 2010	7	Paliho Kapurková	Malacky	Okres Malacky	54	0.65
Malacky - SaS - 2010	7	SaS	Malacky	Okres Malacky	1 694	20.68
Malacky - SDĽ - 2010	7	SDĽ	Malacky	Okres Malacky	232	2.83
Malacky - SMK - MKP - 2010	7	SMK - MKP	Malacky	Okres Malacky	3	0.03
Malacky - ĽS - HZDS - 2010	7	ĽS - HZDS	Malacky	Okres Malacky	267	3.26
Malacky - KSS - 2010	7	KSS	Malacky	Okres Malacky	74	0.90
Malacky - SNS - 2010	7	SNS	Malacky	Okres Malacky	291	3.55
Malacky - ND - 2010	7	ND	Malacky	Okres Malacky	20	0.24
Malacky - ZRS - 2010	7	ZRS	Malacky	Okres Malacky	14	0.17
Malacky - KDH - 2010	7	KDH	Malacky	Okres Malacky	502	6.12
Malacky - ĽSNS - 2010	7	ĽSNS	Malacky	Okres Malacky	66	0.80
Malacky - SDKÚ - DS - 2010	7	SDKÚ - DS	Malacky	Okres Malacky	1 925	23.50
Malacky - AZEN - 2010	7	AZEN	Malacky	Okres Malacky	13	0.15
Malacky - SMER - 2010	7	SMER	Malacky	Okres Malacky	2 747	33.54
Malacky - MOST - HÍD - 2010	7	MOST - HÍD	Malacky	Okres Malacky	207	2.52
Malé Leváre - SRK - 2010	7	SRK	Malé Leváre	Okres Malacky	0	0.00
Malé Leváre - Paliho Kapurková - 2010	7	Paliho Kapurková	Malé Leváre	Okres Malacky	0	0.00
Malé Leváre - SaS - 2010	7	SaS	Malé Leváre	Okres Malacky	66	13.14
Malé Leváre - SDĽ - 2010	7	SDĽ	Malé Leváre	Okres Malacky	9	1.79
Malé Leváre - SMK - MKP - 2010	7	SMK - MKP	Malé Leváre	Okres Malacky	0	0.00
Malé Leváre - ĽS - HZDS - 2010	7	ĽS - HZDS	Malé Leváre	Okres Malacky	21	4.18
Malé Leváre - KSS - 2010	7	KSS	Malé Leváre	Okres Malacky	4	0.79
Malé Leváre - SNS - 2010	7	SNS	Malé Leváre	Okres Malacky	20	3.98
Malé Leváre - ND - 2010	7	ND	Malé Leváre	Okres Malacky	1	0.19
Malé Leváre - ZRS - 2010	7	ZRS	Malé Leváre	Okres Malacky	1	0.19
Malé Leváre - KDH - 2010	7	KDH	Malé Leváre	Okres Malacky	25	4.98
Malé Leváre - ĽSNS - 2010	7	ĽSNS	Malé Leváre	Okres Malacky	0	0.00
Malé Leváre - SDKÚ - DS - 2010	7	SDKÚ - DS	Malé Leváre	Okres Malacky	85	16.93
Malé Leváre - AZEN - 2010	7	AZEN	Malé Leváre	Okres Malacky	0	0.00
Malé Leváre - SMER - 2010	7	SMER	Malé Leváre	Okres Malacky	245	48.80
Malé Leváre - MOST - HÍD - 2010	7	MOST - HÍD	Malé Leváre	Okres Malacky	15	2.98
Marianka - SRK - 2010	7	SRK	Marianka	Okres Malacky	0	0.00
Marianka - Paliho Kapurková - 2010	7	Paliho Kapurková	Marianka	Okres Malacky	3	0.41
Marianka - SaS - 2010	7	SaS	Marianka	Okres Malacky	133	18.29
Marianka - SDĽ - 2010	7	SDĽ	Marianka	Okres Malacky	8	1.10
Marianka - SMK - MKP - 2010	7	SMK - MKP	Marianka	Okres Malacky	0	0.00
Marianka - ĽS - HZDS - 2010	7	ĽS - HZDS	Marianka	Okres Malacky	19	2.61
Marianka - KSS - 2010	7	KSS	Marianka	Okres Malacky	3	0.41
Marianka - SNS - 2010	7	SNS	Marianka	Okres Malacky	29	3.98
Marianka - ND - 2010	7	ND	Marianka	Okres Malacky	2	0.27
Marianka - ZRS - 2010	7	ZRS	Marianka	Okres Malacky	1	0.13
Marianka - KDH - 2010	7	KDH	Marianka	Okres Malacky	101	13.89
Marianka - ĽSNS - 2010	7	ĽSNS	Marianka	Okres Malacky	2	0.27
Marianka - SDKÚ - DS - 2010	7	SDKÚ - DS	Marianka	Okres Malacky	202	27.78
Marianka - AZEN - 2010	7	AZEN	Marianka	Okres Malacky	0	0.00
Marianka - SMER - 2010	7	SMER	Marianka	Okres Malacky	178	24.48
Marianka - MOST - HÍD - 2010	7	MOST - HÍD	Marianka	Okres Malacky	43	5.91
Pernek - SRK - 2010	7	SRK	Pernek	Okres Malacky	0	0.00
Pernek - Paliho Kapurková - 2010	7	Paliho Kapurková	Pernek	Okres Malacky	1	0.25
Pernek - SaS - 2010	7	SaS	Pernek	Okres Malacky	60	15.38
Pernek - SDĽ - 2010	7	SDĽ	Pernek	Okres Malacky	11	2.82
Pernek - SMK - MKP - 2010	7	SMK - MKP	Pernek	Okres Malacky	0	0.00
Pernek - ĽS - HZDS - 2010	7	ĽS - HZDS	Pernek	Okres Malacky	42	10.76
Pernek - KSS - 2010	7	KSS	Pernek	Okres Malacky	4	1.02
Pernek - SNS - 2010	7	SNS	Pernek	Okres Malacky	24	6.15
Pernek - ND - 2010	7	ND	Pernek	Okres Malacky	1	0.25
Pernek - ZRS - 2010	7	ZRS	Pernek	Okres Malacky	2	0.51
Pernek - KDH - 2010	7	KDH	Pernek	Okres Malacky	21	5.38
Pernek - ĽSNS - 2010	7	ĽSNS	Pernek	Okres Malacky	1	0.25
Pernek - SDKÚ - DS - 2010	7	SDKÚ - DS	Pernek	Okres Malacky	75	19.23
Pernek - AZEN - 2010	7	AZEN	Pernek	Okres Malacky	1	0.25
Pernek - SMER - 2010	7	SMER	Pernek	Okres Malacky	130	33.33
Pernek - MOST - HÍD - 2010	7	MOST - HÍD	Pernek	Okres Malacky	10	2.56
Plavecké Podhradie - SRK - 2010	7	SRK	Plavecké Podhradie	Okres Malacky	1	0.30
Plavecké Podhradie - Paliho Kapurková - 2010	7	Paliho Kapurková	Plavecké Podhradie	Okres Malacky	2	0.61
Plavecké Podhradie - SaS - 2010	7	SaS	Plavecké Podhradie	Okres Malacky	44	13.62
Plavecké Podhradie - SDĽ - 2010	7	SDĽ	Plavecké Podhradie	Okres Malacky	3	0.92
Plavecké Podhradie - SMK - MKP - 2010	7	SMK - MKP	Plavecké Podhradie	Okres Malacky	1	0.30
Plavecké Podhradie - ĽS - HZDS - 2010	7	ĽS - HZDS	Plavecké Podhradie	Okres Malacky	22	6.81
Plavecké Podhradie - KSS - 2010	7	KSS	Plavecké Podhradie	Okres Malacky	1	0.30
Plavecké Podhradie - SNS - 2010	7	SNS	Plavecké Podhradie	Okres Malacky	15	4.64
Plavecké Podhradie - ND - 2010	7	ND	Plavecké Podhradie	Okres Malacky	1	0.30
Plavecké Podhradie - ZRS - 2010	7	ZRS	Plavecké Podhradie	Okres Malacky	1	0.30
Plavecké Podhradie - KDH - 2010	7	KDH	Plavecké Podhradie	Okres Malacky	47	14.55
Plavecké Podhradie - ĽSNS - 2010	7	ĽSNS	Plavecké Podhradie	Okres Malacky	2	0.61
Plavecké Podhradie - SDKÚ - DS - 2010	7	SDKÚ - DS	Plavecké Podhradie	Okres Malacky	74	22.91
Plavecké Podhradie - AZEN - 2010	7	AZEN	Plavecké Podhradie	Okres Malacky	0	0.00
Plavecké Podhradie - SMER - 2010	7	SMER	Plavecké Podhradie	Okres Malacky	102	31.57
Plavecké Podhradie - MOST - HÍD - 2010	7	MOST - HÍD	Plavecké Podhradie	Okres Malacky	2	0.61
Plavecký Mikuláš - SRK - 2010	7	SRK	Plavecký Mikuláš	Okres Malacky	0	0.00
Plavecký Mikuláš - Paliho Kapurková - 2010	7	Paliho Kapurková	Plavecký Mikuláš	Okres Malacky	1	0.30
Plavecký Mikuláš - SaS - 2010	7	SaS	Plavecký Mikuláš	Okres Malacky	50	15.38
Plavecký Mikuláš - SDĽ - 2010	7	SDĽ	Plavecký Mikuláš	Okres Malacky	5	1.53
Plavecký Mikuláš - SMK - MKP - 2010	7	SMK - MKP	Plavecký Mikuláš	Okres Malacky	0	0.00
Plavecký Mikuláš - ĽS - HZDS - 2010	7	ĽS - HZDS	Plavecký Mikuláš	Okres Malacky	4	1.23
Plavecký Mikuláš - KSS - 2010	7	KSS	Plavecký Mikuláš	Okres Malacky	3	0.92
Plavecký Mikuláš - SNS - 2010	7	SNS	Plavecký Mikuláš	Okres Malacky	7	2.15
Plavecký Mikuláš - ND - 2010	7	ND	Plavecký Mikuláš	Okres Malacky	3	0.92
Plavecký Mikuláš - ZRS - 2010	7	ZRS	Plavecký Mikuláš	Okres Malacky	1	0.30
Plavecký Mikuláš - KDH - 2010	7	KDH	Plavecký Mikuláš	Okres Malacky	21	6.46
Plavecký Mikuláš - ĽSNS - 2010	7	ĽSNS	Plavecký Mikuláš	Okres Malacky	7	2.15
Plavecký Mikuláš - SDKÚ - DS - 2010	7	SDKÚ - DS	Plavecký Mikuláš	Okres Malacky	57	17.53
Plavecký Mikuláš - AZEN - 2010	7	AZEN	Plavecký Mikuláš	Okres Malacky	0	0.00
Plavecký Mikuláš - SMER - 2010	7	SMER	Plavecký Mikuláš	Okres Malacky	158	48.61
Plavecký Mikuláš - MOST - HÍD - 2010	7	MOST - HÍD	Plavecký Mikuláš	Okres Malacky	4	1.23
Plavecký Štvrtok - SRK - 2010	7	SRK	Plavecký Štvrtok	Okres Malacky	7	0.72
Plavecký Štvrtok - Paliho Kapurková - 2010	7	Paliho Kapurková	Plavecký Štvrtok	Okres Malacky	2	0.20
Plavecký Štvrtok - SaS - 2010	7	SaS	Plavecký Štvrtok	Okres Malacky	175	18.09
Plavecký Štvrtok - SDĽ - 2010	7	SDĽ	Plavecký Štvrtok	Okres Malacky	26	2.68
Plavecký Štvrtok - SMK - MKP - 2010	7	SMK - MKP	Plavecký Štvrtok	Okres Malacky	1	0.10
Plavecký Štvrtok - ĽS - HZDS - 2010	7	ĽS - HZDS	Plavecký Štvrtok	Okres Malacky	33	3.41
Plavecký Štvrtok - KSS - 2010	7	KSS	Plavecký Štvrtok	Okres Malacky	1	0.10
Plavecký Štvrtok - SNS - 2010	7	SNS	Plavecký Štvrtok	Okres Malacky	84	8.68
Plavecký Štvrtok - ND - 2010	7	ND	Plavecký Štvrtok	Okres Malacky	3	0.31
Plavecký Štvrtok - ZRS - 2010	7	ZRS	Plavecký Štvrtok	Okres Malacky	0	0.00
Plavecký Štvrtok - KDH - 2010	7	KDH	Plavecký Štvrtok	Okres Malacky	57	5.89
Plavecký Štvrtok - ĽSNS - 2010	7	ĽSNS	Plavecký Štvrtok	Okres Malacky	24	2.48
Plavecký Štvrtok - SDKÚ - DS - 2010	7	SDKÚ - DS	Plavecký Štvrtok	Okres Malacky	187	19.33
Plavecký Štvrtok - AZEN - 2010	7	AZEN	Plavecký Štvrtok	Okres Malacky	2	0.20
Plavecký Štvrtok - SMER - 2010	7	SMER	Plavecký Štvrtok	Okres Malacky	324	33.50
Plavecký Štvrtok - MOST - HÍD - 2010	7	MOST - HÍD	Plavecký Štvrtok	Okres Malacky	20	2.06
Rohožník - SRK - 2010	7	SRK	Rohožník	Okres Malacky	0	0.00
Rohožník - Paliho Kapurková - 2010	7	Paliho Kapurková	Rohožník	Okres Malacky	2	0.14
Rohožník - SaS - 2010	7	SaS	Rohožník	Okres Malacky	260	19.35
Rohožník - SDĽ - 2010	7	SDĽ	Rohožník	Okres Malacky	41	3.05
Rohožník - SMK - MKP - 2010	7	SMK - MKP	Rohožník	Okres Malacky	0	0.00
Rohožník - ĽS - HZDS - 2010	7	ĽS - HZDS	Rohožník	Okres Malacky	41	3.05
